image,px,py
00_004866.jpg,279.5889091491699,301.46727180480957
00_004867.jpg,278.21087646484375,300.54000091552734
00_004868.jpg,280.981258392334,302.3682384490967
00_004869.jpg,282.58902740478516,301.5911102294922
00_004870.jpg,283.28359603881836,302.7301559448242
00_004871.jpg,282.957576751709,302.8351249694824
00_004872.jpg,283.73502349853516,302.7163963317871
00_004875.jpg,282.2942428588867,302.5786781311035
00_004876.jpg,283.9519462585449,303.33318519592285
00_004878.jpg,284.90748596191406,304.1964511871338
00_004880.jpg,309.1559753417969,313.05795669555664
00_004882.jpg,283.9286994934082,303.142879486084
00_004883.jpg,294.2707061767578,317.10949325561523
00_004884.jpg,284.7052421569824,303.765380859375
00_004886.jpg,283.3488540649414,303.1604919433594
00_004888.jpg,284.8684844970703,303.93407249450684
00_004889.jpg,283.27098846435547,303.3979549407959
00_004891.jpg,284.4646339416504,304.0397243499756
00_004893.jpg,284.8737373352051,304.05172538757324
00_004895.jpg,285.18039321899414,303.96842765808105
00_004896.jpg,285.1994514465332,303.96564292907715
00_004897.jpg,284.0094223022461,303.1824417114258
00_004898.jpg,284.8946533203125,303.6831283569336
00_004899.jpg,285.0330619812012,303.7178554534912
00_004900.jpg,309.9930191040039,312.78589248657227
00_004903.jpg,285.00577545166016,303.6238899230957
00_004904.jpg,284.4831123352051,303.24300384521484
00_004905.jpg,282.95241928100586,303.0802173614502
00_004906.jpg,284.4352836608887,303.41509437561035
00_004907.jpg,283.69121170043945,302.6987247467041
01_004919.jpg,283.09398651123047,303.1403217315674
01_004920.jpg,283.46339416503906,303.19199562072754
01_004921.jpg,283.5503120422363,303.56395149230957
01_004922.jpg,282.8556671142578,303.17589569091797
01_004923.jpg,282.68275451660156,303.1392936706543
01_004925.jpg,282.6722412109375,303.01498794555664
01_004927.jpg,282.71762466430664,303.0497131347656
01_004929.jpg,283.4928321838379,303.15513801574707
01_004930.jpg,283.6239471435547,303.11038398742676
01_004931.jpg,283.0569190979004,302.77245330810547
01_004932.jpg,282.67870330810547,302.36742782592773
01_004933.jpg,282.77808380126953,302.5085735321045
01_004936.jpg,283.1926460266113,302.58648109436035
01_004939.jpg,282.8006401062012,302.6123962402344
01_004940.jpg,283.2812843322754,302.8954830169678
01_004941.jpg,282.92652130126953,302.77489471435547
01_004944.jpg,282.5460205078125,302.3853015899658
01_004945.jpg,282.61762619018555,302.8020496368408
01_004947.jpg,283.10904693603516,302.8992404937744
01_004948.jpg,283.16309356689453,302.63486099243164
01_004949.jpg,283.58583068847656,302.9759273529053
01_004950.jpg,282.5625534057617,302.77082443237305
01_004951.jpg,283.6204948425293,303.2341957092285
01_004952.jpg,283.09311294555664,302.89553451538086
01_004953.jpg,282.2770233154297,302.8606719970703
01_004955.jpg,284.09777069091797,303.603235244751
01_004957.jpg,307.0906982421875,311.6541919708252
01_004958.jpg,282.49202728271484,302.91735649108887
01_004960.jpg,284.1759033203125,303.7062282562256
01_004961.jpg,283.3474578857422,303.45537185668945
02_004971.jpg,282.0694236755371,302.79507064819336
02_004973.jpg,281.56467056274414,303.25884437561035
02_004976.jpg,282.02690505981445,303.3643341064453
02_004978.jpg,282.18248748779297,303.26875495910645
02_004979.jpg,282.5909614562988,303.4441909790039
02_004980.jpg,282.7240791320801,303.38791275024414
02_004981.jpg,282.49305725097656,303.43458557128906
02_004982.jpg,282.7871971130371,302.89835357666016
02_004983.jpg,280.96929931640625,302.80997467041016
02_004984.jpg,282.5582084655762,303.4433994293213
02_004985.jpg,282.48191833496094,303.3052062988281
02_004986.jpg,282.64583587646484,303.46586990356445
02_004987.jpg,282.3847427368164,303.35661697387695
02_004988.jpg,282.5871810913086,303.07216453552246
02_004989.jpg,283.2429618835449,303.7108554840088
02_004991.jpg,282.9748992919922,303.6480083465576
