image,px,py
00_004211.jpg,272.7884750366211,297.91112899780273
00_004213.jpg,269.2060661315918,297.3403491973877
00_004214.jpg,269.3456916809082,297.1294860839844
00_004216.jpg,268.9483451843262,297.4436798095703
00_004218.jpg,268.1677360534668,296.993989944458
00_004219.jpg,267.84414291381836,296.872257232666
00_004221.jpg,268.2815246582031,297.0817184448242
00_004224.jpg,268.7662467956543,297.2960548400879
00_004225.jpg,268.9031219482422,297.6422119140625
00_004227.jpg,268.67417907714844,297.75936126708984
00_004231.jpg,268.8362045288086,297.5053825378418
00_004232.jpg,268.02802658081055,297.0116653442383
00_004234.jpg,269.5086364746094,298.21152114868164
00_004238.jpg,268.94642639160156,297.9610939025879
00_004239.jpg,268.98371505737305,298.2238941192627
00_004241.jpg,268.29265213012695,297.6673984527588
00_004243.jpg,268.78772735595703,298.0167465209961
00_004244.jpg,268.4582710266113,297.4864501953125
00_004247.jpg,268.49315643310547,297.6654243469238
00_004248.jpg,268.55838775634766,297.6603412628174
00_004249.jpg,268.59716796875,297.64652252197266
00_004253.jpg,268.3022689819336,297.53858947753906
01_004264.jpg,268.5778503417969,301.0491313934326
01_004265.jpg,269.5647277832031,301.5810260772705
01_004266.jpg,268.88036727905273,300.55782890319824
01_004267.jpg,269.1016616821289,300.5835266113281
01_004268.jpg,269.34972381591797,301.03159523010254
01_004269.jpg,268.6780891418457,300.031343460083
01_004270.jpg,269.5882873535156,300.92679595947266
01_004271.jpg,269.42244720458984,300.6676940917969
01_004272.jpg,269.5389175415039,300.79528617858887
01_004273.jpg,269.6464729309082,300.83386421203613
01_004274.jpg,269.55553436279297,300.61035537719727
01_004275.jpg,269.5620460510254,300.75099754333496
01_004276.jpg,269.62406158447266,300.7559566497803
01_004277.jpg,269.9536666870117,301.1100959777832
01_004278.jpg,269.3843116760254,300.3809871673584
01_004279.jpg,269.64027404785156,300.1854953765869
01_004280.jpg,269.0757942199707,300.10561180114746
01_004281.jpg,269.56000900268555,300.401762008667
01_004282.jpg,270.0481185913086,300.9091262817383
01_004283.jpg,269.95763397216797,300.7605228424072
01_004284.jpg,269.68263244628906,300.5132541656494
01_004285.jpg,269.84371185302734,300.72182273864746
01_004286.jpg,270.4741401672363,301.2796230316162
01_004287.jpg,270.3903007507324,300.96231842041016
01_004288.jpg,269.95527267456055,301.1251697540283
01_004289.jpg,269.53348541259766,300.6055488586426
01_004290.jpg,270.0955619812012,301.08463859558105
01_004291.jpg,269.8998222351074,301.2278709411621
01_004292.jpg,269.7113571166992,301.0090084075928
01_004293.jpg,269.56322860717773,301.0850257873535
01_004294.jpg,270.08275604248047,301.33403396606445
01_004295.jpg,269.6922492980957,301.05405044555664
01_004296.jpg,270.2331199645996,301.4174499511719
01_004298.jpg,270.20349502563477,301.52438163757324
01_004299.jpg,270.1308174133301,301.0586471557617
01_004300.jpg,269.47882080078125,301.1926097869873
01_004301.jpg,269.86046981811523,301.0093803405762
01_004302.jpg,269.72344970703125,300.80328369140625
01_004303.jpg,269.8555145263672,301.11488914489746
01_004304.jpg,270.07056427001953,301.216609954834
01_004305.jpg,269.43297958374023,300.68299293518066
01_004306.jpg,269.7334976196289,301.32506561279297
02_004316.jpg,270.8099136352539,302.2583980560303
02_004317.jpg,271.48907470703125,302.2603015899658
02_004318.jpg,271.87907791137695,303.1909599304199
02_004319.jpg,272.0265579223633,303.1298770904541
02_004320.jpg,271.97848892211914,303.0203628540039
02_004321.jpg,272.08202362060547,303.2773189544678
02_004322.jpg,272.67470932006836,303.4441719055176
02_004323.jpg,272.75111389160156,303.4225654602051
02_004324.jpg,273.3305206298828,303.9764976501465
02_004325.jpg,273.1145324707031,304.08044052124023
02_004326.jpg,272.9142875671387,303.7393436431885
02_004327.jpg,272.3546562194824,303.2234058380127
02_004328.jpg,272.8767890930176,303.5696277618408
02_004329.jpg,272.7534065246582,303.4689540863037
02_004330.jpg,272.25940704345703,302.6078453063965
02_004332.jpg,273.0327796936035,303.80990982055664
02_004333.jpg,273.2408027648926,303.82524490356445
02_004334.jpg,272.70164489746094,303.6437587738037
02_004335.jpg,273.0111961364746,303.62577629089355
02_004336.jpg,272.52806854248047,303.66514778137207
02_004337.jpg,272.7665672302246,303.387170791626
