image,px,py
00_005516.jpg,279.9557456970215,298.5803508758545
00_005517.jpg,280.89108657836914,297.85732078552246
00_005519.jpg,280.7568359375,297.0370903015137
00_005520.jpg,281.0700798034668,296.5553436279297
00_005521.jpg,280.9815368652344,296.6107234954834
00_005522.jpg,281.0566749572754,296.8266143798828
00_005523.jpg,280.52090072631836,296.9581298828125
00_005524.jpg,281.3284339904785,296.4319038391113
00_005525.jpg,280.8737258911133,296.95474433898926
00_005526.jpg,281.2450065612793,297.00107192993164
00_005527.jpg,281.41994857788086,296.9010581970215
00_005528.jpg,281.10470962524414,296.90161323547363
00_005529.jpg,281.88024520874023,297.2159767150879
00_005530.jpg,281.17045974731445,296.80421447753906
00_005531.jpg,281.18055725097656,296.897403717041
00_005532.jpg,281.1795883178711,296.62817192077637
00_005533.jpg,280.7821502685547,296.68749809265137
00_005534.jpg,281.11288833618164,296.9845905303955
00_005535.jpg,281.23925018310547,296.9844093322754
00_005536.jpg,281.2436294555664,296.6197204589844
00_005537.jpg,281.0975646972656,296.8423480987549
00_005538.jpg,281.65501403808594,297.02845764160156
00_005539.jpg,281.1550521850586,297.1161422729492
00_005540.jpg,280.9835319519043,296.689998626709
00_005541.jpg,281.1190071105957,296.9473533630371
00_005542.jpg,280.53134536743164,296.4635353088379
00_005543.jpg,281.1552734375,297.0160675048828
00_005544.jpg,280.8014106750488,296.86109352111816
00_005545.jpg,281.20031356811523,297.05664253234863
00_005546.jpg,281.7321128845215,297.34753227233887
00_005547.jpg,280.833683013916,297.0732135772705
00_005548.jpg,281.43711853027344,297.2238368988037
00_005549.jpg,280.6534614562988,296.32394790649414
00_005550.jpg,282.19260025024414,297.4233055114746
00_005551.jpg,281.32309341430664,297.1260585784912
00_005552.jpg,282.2897758483887,297.5766792297363
00_005553.jpg,281.3311996459961,297.0790710449219
00_005554.jpg,281.12715911865234,296.96115493774414
00_005555.jpg,281.77552032470703,297.4839839935303
00_005556.jpg,281.4656677246094,297.41490936279297
00_005557.jpg,281.80649185180664,297.588960647583
00_005558.jpg,281.90782165527344,297.4375114440918
01_005571.jpg,271.3056526184082,294.9216823577881
01_005572.jpg,270.47074127197266,294.57586669921875
01_005573.jpg,270.7269058227539,294.8531618118286
01_005574.jpg,270.94169998168945,294.84868240356445
01_005575.jpg,269.1477394104004,294.0868453979492
01_005576.jpg,269.2249450683594,294.20695877075195
01_005577.jpg,269.44762420654297,294.3100366592407
01_005578.jpg,269.38805770874023,294.22187995910645
01_005579.jpg,269.26223373413086,294.1419048309326
01_005580.jpg,269.41516876220703,293.9123935699463
01_005581.jpg,269.6839408874512,294.2101173400879
01_005582.jpg,269.6222496032715,294.27231216430664
