image,px,py
00_003560.jpg,280.19265365600586,293.7405471801758
00_003561.jpg,279.8994255065918,292.76842498779297
00_003562.jpg,281.02378845214844,293.10933685302734
00_003563.jpg,280.2441825866699,292.2644958496094
00_003564.jpg,281.09459686279297,292.2071838378906
00_003565.jpg,282.45517349243164,292.3356056213379
00_003566.jpg,282.2627754211426,292.1157112121582
00_003567.jpg,281.3454360961914,291.46785736083984
00_003568.jpg,281.1817169189453,291.5087490081787
00_003569.jpg,282.7927551269531,292.2617950439453
00_003570.jpg,282.29232025146484,292.0001220703125
00_003571.jpg,281.4305114746094,291.7273979187012
00_003572.jpg,281.9478950500488,291.7994785308838
00_003573.jpg,282.0408515930176,292.11551666259766
00_003574.jpg,282.13909912109375,291.80604362487793
00_003575.jpg,281.8744125366211,291.5895881652832
00_003576.jpg,281.72290802001953,291.9199504852295
00_003577.jpg,282.3557357788086,292.07775497436523
00_003578.jpg,282.0765075683594,291.83837890625
00_003579.jpg,281.6797637939453,291.9042453765869
00_003580.jpg,281.1302261352539,291.9494285583496
00_003581.jpg,282.6371650695801,292.46068572998047
00_003582.jpg,282.6329345703125,292.2400360107422
00_003583.jpg,283.48498916625977,293.0413360595703
00_003584.jpg,281.97004318237305,292.82423400878906
00_003585.jpg,283.0479621887207,292.77906036376953
00_003586.jpg,282.8905792236328,293.0380516052246
00_003587.jpg,282.60744857788086,292.8085746765137
00_003588.jpg,283.38244247436523,293.19994354248047
00_003589.jpg,283.2578353881836,293.15543365478516
00_003590.jpg,283.3895149230957,293.504825592041
00_003591.jpg,282.16798400878906,293.0911674499512
00_003592.jpg,282.97398376464844,292.8818054199219
00_003593.jpg,283.1305160522461,293.0767593383789
00_003594.jpg,282.0172004699707,292.2576560974121
00_003595.jpg,282.9768714904785,292.7329864501953
00_003596.jpg,282.67357635498047,292.8972511291504
00_003597.jpg,282.09692001342773,292.92402267456055
00_003598.jpg,281.80774688720703,292.35198974609375
00_003599.jpg,282.37914657592773,292.7631721496582
00_003600.jpg,283.02412033081055,293.21332931518555
00_003601.jpg,282.14113998413086,292.86534881591797
00_003602.jpg,282.56450271606445,293.0213050842285
01_003613.jpg,277.74169540405273,292.77430725097656
01_003614.jpg,277.69730377197266,292.50965118408203
01_003616.jpg,275.7078323364258,291.8463821411133
01_003618.jpg,275.5735855102539,291.6257266998291
01_003619.jpg,276.5154228210449,292.0908889770508
01_003620.jpg,276.47736740112305,292.36592864990234
01_003621.jpg,276.4072799682617,292.0106887817383
01_003622.jpg,276.5756187438965,292.2230415344238
01_003623.jpg,276.112491607666,292.09921646118164
01_003624.jpg,276.3579330444336,292.32069396972656
01_003625.jpg,276.61924743652344,292.3360404968262
01_003626.jpg,276.9188041687012,292.57906341552734
01_003627.jpg,276.14719009399414,291.9323539733887
01_003628.jpg,276.56323623657227,292.3472785949707
01_003629.jpg,276.9836730957031,292.8260955810547
01_003630.jpg,277.15080642700195,292.573429107666
01_003631.jpg,276.0584487915039,291.9612979888916
01_003632.jpg,276.0916519165039,292.0436820983887
01_003633.jpg,276.62224197387695,292.46495056152344
01_003634.jpg,277.20751571655273,292.74096298217773
01_003635.jpg,276.39591217041016,292.32005310058594
01_003636.jpg,277.1627311706543,292.70552825927734
01_003637.jpg,277.1133003234863,292.676212310791
01_003638.jpg,276.82933807373047,292.6931571960449
01_003639.jpg,276.74567794799805,292.72990798950195
01_003640.jpg,276.6878356933594,292.45423889160156
01_003641.jpg,276.6052131652832,292.2226219177246
01_003642.jpg,276.9888725280762,292.04357528686523
01_003643.jpg,276.47918701171875,291.9698734283447
01_003645.jpg,276.71703720092773,292.31611251831055
01_003646.jpg,276.70969009399414,292.22911834716797
01_003647.jpg,277.4224739074707,292.4167785644531
01_003648.jpg,277.1333808898926,292.636775970459
01_003649.jpg,277.10779571533203,292.5571937561035
01_003650.jpg,277.32032775878906,292.6694869995117
01_003651.jpg,277.1359672546387,292.79430770874023
01_003652.jpg,276.9977493286133,292.8391418457031
01_003653.jpg,277.9770050048828,293.61212158203125
01_003654.jpg,276.9937629699707,293.027774810791
02_003665.jpg,270.3860855102539,292.80220794677734
02_003666.jpg,270.3987236022949,292.56689071655273
02_003667.jpg,271.1058883666992,292.53137588500977
02_003668.jpg,270.7135543823242,292.1118621826172
02_003669.jpg,269.89807891845703,291.97569465637207
02_003670.jpg,269.9770812988281,292.24877166748047
02_003671.jpg,270.47168350219727,292.084529876709
02_003672.jpg,270.1583824157715,292.2890434265137
02_003673.jpg,270.0838317871094,292.2723808288574
02_003674.jpg,269.77408599853516,292.1296920776367
02_003675.jpg,270.09716796875,292.1111869812012
02_003676.jpg,270.13092041015625,292.16954803466797
02_003677.jpg,270.12191009521484,292.1543884277344
02_003678.jpg,269.9197998046875,292.0243339538574
02_003679.jpg,269.80920028686523,291.86108207702637
02_003680.jpg,269.9042320251465,291.868221282959
02_003681.jpg,269.81441497802734,291.91344261169434
02_003682.jpg,269.7570266723633,292.0865249633789
02_003683.jpg,270.01373291015625,292.0275115966797
02_003684.jpg,269.8125915527344,291.8915615081787
02_003685.jpg,270.1661491394043,292.1629219055176
02_003686.jpg,270.0943298339844,292.0312042236328
02_003687.jpg,269.8582077026367,291.98545837402344
02_003688.jpg,269.6555938720703,291.8745002746582
02_003689.jpg,269.9202766418457,292.07470703125
02_003690.jpg,270.1596145629883,292.19460678100586
02_003691.jpg,269.8466110229492,291.95882987976074
02_003692.jpg,269.7266960144043,291.8912296295166
02_003693.jpg,269.8488998413086,291.958438873291
02_003694.jpg,269.907901763916,292.05212783813477
02_003695.jpg,269.98273849487305,292.13695526123047
02_003696.jpg,270.0087356567383,292.2350845336914
02_003697.jpg,269.75872802734375,292.1296730041504
02_003698.jpg,269.6059112548828,292.10082244873047
02_003699.jpg,269.59801864624023,292.0091323852539
02_003700.jpg,269.71921157836914,292.1631965637207
02_003701.jpg,269.51073837280273,292.03520584106445
02_003702.jpg,269.3188781738281,291.80408668518066
02_003703.jpg,269.7623596191406,292.4893264770508
02_003704.jpg,269.7799301147461,292.1128044128418
02_003705.jpg,269.63993072509766,291.9983215332031
02_003706.jpg,269.294490814209,291.7688732147217
02_003707.jpg,269.4999580383301,291.6106605529785
03_003717.jpg,276.82310485839844,294.810245513916
03_003718.jpg,277.60858154296875,295.3456382751465
03_003719.jpg,279.7254180908203,297.14574813842773
03_003720.jpg,280.25290298461914,297.7006645202637
03_003721.jpg,280.92757415771484,298.0015106201172
03_003722.jpg,281.4131278991699,298.5068893432617
03_003723.jpg,280.73799896240234,298.2703971862793
03_003724.jpg,281.1175842285156,298.2184295654297
03_003725.jpg,281.4808158874512,298.08896255493164
03_003726.jpg,282.55783462524414,298.50621795654297
03_003727.jpg,281.83205795288086,298.43600845336914
03_003728.jpg,281.9164733886719,298.41654205322266
03_003729.jpg,281.1598129272461,298.0296287536621
03_003730.jpg,280.8966751098633,297.75365829467773
03_003731.jpg,282.36981201171875,298.50948333740234
03_003732.jpg,282.4173889160156,298.6807060241699
03_003733.jpg,281.8349189758301,298.81055068969727
03_003735.jpg,281.6427230834961,299.23079681396484
03_003737.jpg,280.4962501525879,299.4691505432129
03_003738.jpg,281.1023712158203,299.79937744140625
03_003739.jpg,281.11950302124023,299.78066635131836
03_003741.jpg,281.50326919555664,299.7160110473633
03_003742.jpg,281.4122657775879,299.4998016357422
03_003743.jpg,281.73572158813477,299.1385078430176
03_003744.jpg,282.14395904541016,299.3993263244629
03_003745.jpg,282.70947265625,299.6592102050781
03_003746.jpg,281.8968734741211,298.94132232666016
03_003747.jpg,282.1689910888672,299.19874572753906
03_003748.jpg,281.49996185302734,299.3637046813965
03_003749.jpg,281.4556083679199,299.41857147216797
03_003750.jpg,281.77901458740234,299.65271377563477
03_003751.jpg,281.71019744873047,299.300537109375
03_003752.jpg,282.0699234008789,299.4904556274414
03_003755.jpg,281.9377021789551,299.5864562988281
03_003756.jpg,282.0120658874512,299.6360855102539
03_003757.jpg,281.5506286621094,299.42949295043945
03_003759.jpg,281.93102264404297,299.1942481994629
04_003770.jpg,277.4712944030762,298.4023780822754
04_003771.jpg,276.3686752319336,298.42878341674805
04_003772.jpg,276.1886749267578,298.3725166320801
04_003773.jpg,276.2296676635742,298.6421203613281
04_003774.jpg,275.0121040344238,297.65394592285156
04_003775.jpg,275.1189842224121,298.25360107421875
04_003776.jpg,275.76637268066406,298.50487899780273
04_003777.jpg,274.56591033935547,298.0994453430176
04_003778.jpg,274.8054084777832,297.7598342895508
